,tweet_id,name,stage,rating_numerator,rating_denominator
4879,694329668942569472,Grady,None,9,10
4880,694206574471057408,None,None,10,10
4881,694206574471057408,None,None,10,10
4882,694206574471057408,None,None,10,10
4883,694206574471057408,None,None,10,10
4884,694183373896572928,Lola,None,9,10
4885,694183373896572928,Lola,None,9,10
4886,694183373896572928,Lola,None,9,10
4887,694183373896572928,Lola,None,9,10
4888,694001791655137281,Chester,None,11,10
4889,694001791655137281,Chester,None,11,10
4890,694001791655137281,Chester,None,11,10
4891,694001791655137281,Chester,None,11,10
4892,693942351086120961,Kobe,None,10,10
4893,693942351086120961,Kobe,None,10,10
4894,693942351086120961,Kobe,None,10,10
4895,693942351086120961,Kobe,None,10,10
4896,693647888581312512,None,None,7,10
4897,693647888581312512,None,None,7,10
4898,693647888581312512,None,None,7,10
4899,693647888581312512,None,None,7,10
4900,693642232151285760,Freddery,None,9,10
4901,693642232151285760,Freddery,None,9,10
4902,693642232151285760,Freddery,None,9,10
4903,693642232151285760,Freddery,None,9,10
4904,693629975228977152,None,None,12,10
4905,693629975228977152,None,None,12,10
4906,693629975228977152,None,pupper,12,10
4907,693629975228977152,None,None,12,10
4908,693622659251335168,None,None,10,10
4909,693622659251335168,None,None,10,10
4910,693622659251335168,None,None,10,10
4911,693622659251335168,None,None,10,10
4912,693590843962331137,Phil,None,3,10
